ID;age;sex;breed;date_found;adoptable_from;posted;color;coat;size;neutered;housebroken;likes_people;likes_children;get_along_males;get_along_females;get_along_cats;keep_in
947;11.92;male;Fox Terrier Mix;2016-01-09;2016-01-09;2016-01-12;brown and white;wirehaired;medium;no;yes;yes;;;;;both flat and garden
948;4.33;male;Unknown Mix;2016-01-10;2016-01-11;2016-01-19;tricolor;wirehaired;medium;no;;yes;;;;;garden
949;4.5;female;Unknown Mix;2015-12-22;2015-12-21;2016-01-06;black and white;short;medium;no;;yes;;;;;both flat and garden
950;4.0;male;Labrador Retriever Mix;2015-12-07;2015-12-07;2015-12-26;black;short;medium;;;;;;;;
951;4.0;female;Labrador Retriever Mix;2015-12-07;2015-12-07;2015-12-26;black;short;small;;;;;;;;
952;8.17;male;Puli Mix;2015-12-28;2015-12-28;2016-02-10;black;medium;medium;no;;yes;;;yes;;both flat and garden
953;6.5;male;German Shepherd Dog;2016-01-17;2016-01-18;2016-01-27;saddle back;medium;large;no;;yes;no;;;;garden
954;9.42;male;Puli;2016-01-07;2016-01-07;2016-01-07;black;long;medium;;;yes;;yes;yes;;both flat and garden
955;4.5;male;Unknown Mix;2016-01-10;2016-01-10;2016-01-17;black;short;small;yes;;yes;;;;;both flat and garden
956;5.83;male;Schnauzer Mix;2016-01-15;2016-01-15;2016-01-15;black;wirehaired;medium;yes;yes;yes;yes;yes;yes;no;both flat and garden
957;11.0;male;Dachshund, Spaniel Mix;2015-11-20;2015-11-20;2015-11-23;brown;medium;small;;;yes;;yes;yes;no;both flat and garden
958;7.25;male;Labrador Retriever Mix;2015-09-17;2015-09-17;2015-11-27;black;short;medium;yes;yes;yes;yes;;yes;;both flat and garden
959;4.5;male;Dachshund Mix;2015-12-11;2015-12-11;2015-12-15;black and white;short;small;no;;yes;yes;yes;yes;yes;both flat and garden
960;11.83;female;Unknown Mix;2014-05-05;2014-05-05;2015-12-08;black;medium;medium;yes;;yes;;yes;yes;;both flat and garden
961;6.0;female;Labrador Retriever Mix;2015-12-07;2015-12-07;2015-12-26;black;short;medium;;;;;;;;
962;4.0;male;Labrador Retriever Mix;2015-12-07;2015-12-07;2015-12-26;black;short;small;;;;;;;;
963;5.58;female;Unknown Mix;2014-11-29;2014-11-29;2015-12-08;brown;short;medium;yes;;yes;;yes;;;both flat and garden
964;10.92;male;Unknown Mix;2015-09-01;2015-09-01;2015-11-28;apricot;short;large;yes;;;;;;;
965;5.0;male;Unknown Mix;2015-11-24;2015-11-24;2015-11-25;striped;short;large;;;yes;yes;yes;yes;;garden
966;6.17;female;Unknown Mix;2014-07-27;2014-07-27;2015-12-08;brown;short;large;yes;;yes;;yes;;;both flat and garden
967;12.92;male;German Shepherd Dog Mix;2015-12-16;2015-12-16;2015-12-17;black and tan;medium;medium;no;;;;;;;garden
968;6.33;male;Spaniel Mix;2015-08-02;2015-08-02;2015-12-02;black and tan;short;medium;yes;;;;;;;
969;8.0;male;Tibetan Mastiff Mix;2015-12-04;2015-12-04;2015-12-04;black;medium;large;;;yes;;;;;both flat and garden
970;11.92;male;Labrador Retriever Mix;2015-11-11;2015-11-11;2015-12-26;black;short;large;;;;;;;;
971;4.92;male;Unknown Mix;2015-09-01;2015-10-01;2015-11-27;black and white;long;medium;yes;yes;yes;yes;yes;yes;no;flat
972;6.92;male;Unknown Mix;2015-04-29;2015-04-29;2015-12-08;black;wirehaired;large;no;;;;;yes;;garden
973;7.0;male;Labrador Retriever;2015-09-19;2015-09-19;2015-11-24;black;short;medium;yes;yes;yes;yes;yes;yes;;both flat and garden
974;14.92;female;German Shepherd Dog Mix;2014-06-25;2014-06-25;2015-12-08;black and brown;wirehaired;large;yes;;yes;;;;;garden
975;7.92;male;Dachshund Mix;2015-05-12;2015-05-12;2015-12-08;black and brown;short;small;no;;yes;;;yes;;both flat and garden
976;10.92;female;Puli Mix;2015-11-19;2015-11-19;2015-12-26;black;long;medium;;;;;;;;
977;5.67;male;Unknown Mix;2015-10-08;2015-10-08;2015-11-03;gray;long;medium;;;;;;;;
978;4.83;female;Unknown Mix;2015-10-05;2015-10-05;2015-11-14;saddle back;short;medium;yes;;yes;;yes;;;both flat and garden
979;4.75;female;Unknown Mix;2015-10-05;2015-10-05;2015-11-10;black;short;medium;yes;;yes;;yes;yes;;both flat and garden
980;5.0;female;Unknown Mix;2015-10-05;2015-10-05;2015-11-14;saddle back;short;medium;yes;;yes;;yes;;;garden
981;4.92;female;Terrier Mix;2015-09-23;2015-09-23;2015-11-08;black and tan;wirehaired;medium;yes;;yes;;yes;;;both flat and garden
982;4.92;female;Terrier Mix;2015-10-05;2015-10-05;2015-11-10;brown;wirehaired;medium;yes;;yes;;yes;yes;;both flat and garden
983;10.5;female;Puli Mix;2015-07-21;2015-07-21;2015-11-03;apricot;long;medium;yes;;;;;;;
984;9.0;female;Dachshund, Pekingese Mix;2015-11-05;2015-12-15;2015-11-22;tricolor;short;small;yes;yes;yes;;yes;yes;;both flat and garden
985;5.67;male;Unknown Mix;2015-03-09;2015-03-09;2015-11-21;black;wirehaired;large;no;;yes;;;;;garden
986;4.5;male;Unknown Mix;2015-11-04;2015-11-05;2015-11-05;golden;short;medium;no;yes;yes;;;;;both flat and garden
987;5.92;male;Fox Terrier;2015-10-05;2015-10-05;2015-11-14;tricolor;wirehaired;medium;no;;yes;;;yes;;garden
988;4.58;male;Unknown Mix;2015-10-05;2015-10-05;2015-11-08;black;short;medium;no;;yes;yes;yes;yes;;both flat and garden
989;4.92;male;Terrier Mix;2015-10-05;2015-10-05;2015-11-08;brown;wirehaired;medium;no;;yes;;;yes;;garden
990;4.92;male;Unknown Mix;2015-10-15;2015-10-15;2015-11-05;brown;short;medium;no;;yes;;;yes;;garden
991;14.92;male;German Shepherd Dog Mix;2015-11-08;2015-11-08;2015-11-22;saddle back;short;large;yes;;yes;;;;;both flat and garden
992;9.92;female;Unknown Mix;2015-05-25;2015-05-25;2015-11-21;black and brown;wirehaired;medium;yes;;yes;;yes;;;garden
993;5.92;female;Unknown Mix;2015-02-22;2015-02-22;2015-11-21;black;medium;medium;yes;;yes;;yes;;;garden
994;7.92;male;Unknown Mix;2015-04-14;2015-04-14;2015-11-21;black;short;large;no;;yes;;yes;yes;;garden
995;8.92;female;Unknown Mix;2015-05-12;2015-05-12;2015-11-21;black;medium;large;yes;;yes;;yes;yes;;garden
996;5.92;female;Dachshund Mix;2015-10-05;2015-10-05;2015-11-08;saddle back;short;small;yes;;yes;;yes;;;flat
997;8.17;male;Staffordshire Terrier Mix;2015-09-10;2015-09-10;2015-10-04;striped;short;medium;yes;;yes;yes;no;yes;;both flat and garden
998;9.25;female;Unknown Mix;2015-09-06;2015-09-07;2015-09-07;black;wirehaired;large;no;;yes;;;;;garden
999;7.17;male;Unknown Mix;2015-09-05;2015-09-05;2015-09-13;black and white;wirehaired;small;no;yes;yes;yes;yes;yes;yes;flat
1000;5.08;female;Labrador Retriever Mix;2015-09-20;2015-09-20;2015-10-18;golden;medium;medium;no;yes;yes;yes;yes;yes;yes;both flat and garden
1001;5.58;female;Spaniel;2015-04-20;2015-04-20;2015-09-30;black;short;medium;yes;;;;;;;
1002;4.5;female;Unknown Mix;2015-08-13;2015-08-13;2015-09-06;yellow-brown;short;medium;;;;;;;;
1003;6.17;male;Unknown Mix;2015-09-24;2015-10-09;2015-10-08;yellow-brown;wirehaired;medium;yes;;yes;yes;no;yes;;both flat and garden
1004;4.67;male;German Shepherd Dog Mix;2015-08-17;2015-09-08;2015-09-09;black and brown;short;medium;no;;;;;;;
1005;11.08;female;Unknown Mix;2015-10-26;2015-10-28;2015-10-28;black and brown;wirehaired;medium;no;no;yes;yes;yes;yes;no;garden
1006;19.83;male;Unknown Mix;2015-08-17;2015-08-17;2015-10-04;black;medium;medium;;;;;;;;
1007;6.33;female;Schnauzer Mix;2015-08-15;2015-08-15;2015-09-16;black;medium;medium;yes;no;yes;;yes;yes;yes;garden
1008;4.83;female;Unknown Mix;2015-09-10;2015-09-19;2015-09-23;yellow-brown;short;medium;yes;yes;yes;yes;yes;yes;yes;flat
1009;7.25;female;Vizsla Mix;2015-09-06;2015-09-07;2015-09-07;black;short;large;no;;yes;;yes;yes;;garden
1010;5.25;male;Dachshund, Fox Terrier Mix;2015-11-03;2015-11-03;2015-11-03;black and brown;wirehaired;medium;no;;yes;yes;yes;yes;yes;both flat and garden
1011;4.67;male;Unknown Mix;2015-06-30;2015-06-30;2015-11-02;yellow-brown;short;medium;no;;yes;yes;yes;yes;;both flat and garden
1012;8.92;male;English Cocker Spaniel Mix;2014-12-28;2014-12-28;2015-09-20;black;short;medium;yes;;;;;;;
1013;4.58;female;Unknown Mix;2015-09-14;2015-09-14;2015-09-14;black;short;medium;no;yes;yes;yes;yes;yes;;both flat and garden
1014;11.25;male;Unknown Mix;2015-08-22;2015-08-22;2015-09-06;brown;long;medium;;;;;;;;
1015;4.58;male;Unknown Mix;2015-09-14;2015-09-14;2015-09-14;black;short;medium;yes;yes;yes;yes;yes;yes;;both flat and garden
1016;9.83;male;Unknown Mix;2015-02-07;2015-02-07;2015-09-20;black;medium;medium;yes;;;;;;;
1017;6.25;male;Unknown Mix;2015-08-10;2015-08-25;2015-08-26;black and tan;wirehaired;medium;no;;yes;;;;;garden
1018;6.83;male;Puli Mix;2015-07-15;2015-07-15;2015-09-05;black;long;medium;;;yes;;;;;
1019;4.92;male;Unknown Mix;2015-08-07;2015-08-07;2015-09-05;brown;medium;medium;;;;;;;;both flat and garden
1020;5.5;male;Unknown Mix;2015-09-01;2015-09-26;2015-09-06;white;short;medium;;;yes;;;;;garden
1021;10.58;female;German Shepherd Dog, Transylvanian Hound Mix;2015-06-30;2015-06-30;2015-09-05;black and tan;medium;large;;;;;;;;
1022;6.92;female;Unknown Mix;2015-07-25;2015-07-25;2015-08-23;yellow-brown;short;large;;;;;;;;
1023;10.83;female;Unknown Mix;2015-07-29;2015-08-22;2015-08-27;black and brown;medium;medium;yes;;;;;;;both flat and garden
1024;5.75;female;English Cocker Spaniel;2015-07-01;2015-07-01;2015-09-05;black and brown;medium;medium;yes;yes;yes;;yes;yes;yes;flat
1025;5.25;male;Border Collie, Spaniel Mix;2015-08-19;2015-08-19;2015-08-26;black and white;medium;medium;;yes;yes;yes;;yes;;both flat and garden
1026;5.5;male;Labrador Retriever Mix;2015-08-01;2015-08-01;2015-09-05;black;short;medium;;;;;;;;
1027;9.0;male;Labrador Retriever, Staffordshire Terrier Mix;2015-06-19;2015-06-19;2015-09-05;brown;short;medium;;;yes;;yes;yes;;
1028;8.75;male;Unknown Mix;2015-08-05;2015-08-05;2015-09-05;black and tan;long;medium;;;;;;;;garden
1029;4.75;male;Unknown Mix;2015-05-19;2015-05-19;2015-09-05;gray;wirehaired;small;no;;yes;yes;yes;yes;yes;both flat and garden
1030;6.25;male;German Shepherd Dog;2015-08-10;2015-08-10;2015-09-02;sable;medium;large;;;yes;yes;;yes;;both flat and garden
1031;6.25;male;Unknown Mix;2015-08-05;2015-08-18;2015-08-19;tricolor;wirehaired;medium;no;;yes;;;;;garden
1032;6.33;male;Puli Mix;2015-08-07;2015-08-07;2015-09-05;black;long;medium;;;yes;yes;yes;yes;;both flat and garden
1033;5.92;female;Unknown Mix;2015-07-27;2015-07-27;2015-08-23;black;short;medium;;;;;;;;
1034;6.25;male;Unknown Mix;2015-08-18;2015-09-12;2015-08-27;black and brown;short;medium;;;yes;yes;yes;yes;;garden
1035;4.58;female;Bull Terrier, Fox Terrier, Staffordshire Terrier Mix;2015-08-26;2015-08-26;2015-08-29;striped;short;small;no;;yes;;yes;yes;yes;both flat and garden
1036;7.25;male;Unknown Mix;2015-08-15;2015-10-10;2015-08-27;black and brown;short;medium;;;yes;yes;;yes;;garden
1037;6.83;female;German Shepherd Dog Mix;2014-11-06;2014-11-06;2015-06-28;sable;short;large;yes;;;;;;;
1038;7.75;female;Unknown Mix;2015-04-23;2015-04-23;2015-07-07;black;medium;medium;;;;;;;;
1039;10.75;male;German Shepherd Dog Mix;2015-02-06;2015-02-06;2015-06-28;black and brown;medium;medium;yes;;;;;;;
1040;16.33;female;Unknown Mix;2013-12-23;2013-12-23;2015-07-24;black and brown;medium;medium;no;yes;yes;no;yes;no;no;both flat and garden
1041;11.42;male;Central Asian Ovtcharka;2015-06-29;2015-07-01;2015-07-01;brown and white;medium;large;;;;;;;;garden
1042;12.42;male;German Shepherd Dog Mix;2015-06-21;2015-07-07;2015-07-08;black and tan;short;large;no;;yes;yes;no;no;;garden
1043;9.5;male;Greyhound, Transylvanian Hound Mix;2015-07-30;2015-08-22;2015-08-03;black;short;large;yes;;yes;yes;yes;yes;;both flat and garden
1044;5.83;male;Labrador Retriever Mix;2015-06-30;2015-07-03;2015-07-03;yellow-brown;short;medium;;;yes;yes;;;;garden
1045;10.33;female;Caucasian Ovtcharka Mix;2015-03-01;2015-03-01;2015-07-19;gray;long;medium;yes;yes;yes;yes;yes;yes;;both flat and garden
1046;5.33;male;Unknown Mix;2015-08-04;2015-08-29;2015-08-17;black;wirehaired;medium;;;yes;yes;yes;yes;;
1047;4.58;male;Unknown Mix;2015-06-17;2015-06-17;2015-07-27;black and tan;short;small;no;;yes;yes;yes;yes;yes;both flat and garden
1048;5.83;male;Unknown Mix;2014-09-20;2014-09-20;2015-06-28;saddle back;short;medium;yes;;;;;;;
1049;4.83;male;Unknown Mix;2015-07-06;2015-08-22;2015-08-02;black;short;large;;;yes;yes;yes;yes;;both flat and garden
1050;10.83;female;Jagd Terrier Mix;2015-05-29;2015-05-29;2015-06-30;black and brown;short;small;yes;;;;;;;
1051;7.58;female;Komondor;2015-01-06;2015-01-06;2015-06-28;white;long;large;yes;;;;;;;
1052;5.92;male;Unknown Mix;2015-01-03;2015-01-03;2015-06-28;black;short;medium;yes;;;;;;;
1053;5.83;female;German Shepherd Dog Mix;2015-08-05;2015-08-05;2015-08-11;black and brown;short;large;no;yes;yes;;yes;yes;yes;both flat and garden
1054;12.33;male;Caucasian Ovtcharka Mix;2015-08-02;2015-08-02;2015-08-11;brown;medium;large;yes;;yes;;;;;both flat and garden
1055;7.92;female;Unknown Mix;2012-05-19;2012-05-19;2015-07-08;black;short;medium;yes;;yes;;yes;yes;;
1056;7.0;female;Unknown Mix;2014-11-03;2014-11-03;2015-06-28;brown and white;medium;medium;yes;;;;;;;
1057;4.92;male;Labrador Retriever Mix;2015-05-28;2015-06-08;2015-06-17;brown and white;short;large;no;;yes;;yes;yes;;garden
1058;6.92;female;Transylvanian Hound Mix;2015-04-17;2015-04-17;2015-06-03;black and brown;medium;medium;yes;;;;;;;
1059;9.42;male;Unknown Mix;2014-08-17;2014-08-17;2015-06-28;black;short;medium;yes;;yes;no;;;no;both flat and garden
1060;8.58;male;Komondor Mix;2015-04-20;2015-04-20;2015-06-28;yellow-brown;medium;large;yes;;;;;;;
1061;7.92;female;Unknown Mix;2015-04-17;2015-04-17;2015-06-03;brown;short;medium;yes;;;;;;;
1062;13.58;male;Unknown Mix;2015-05-11;2015-05-11;2015-06-03;yellow-brown;medium;medium;yes;;;;;;;
1063;5.92;male;Unknown Mix;2015-01-03;2015-01-03;2015-06-28;black;long;medium;yes;;;;;;;
1064;8.92;male;German Shepherd Dog Mix;2015-05-28;2015-05-28;2015-06-28;sable;medium;large;yes;;;;;;;
1065;14.5;male;German Pointer Mix;2015-05-10;2015-05-10;2015-06-28;brown;short;medium;yes;;;;;;;
1066;4.92;female;Unknown Mix;2015-06-08;2015-06-18;2015-06-19;black and brown;short;medium;no;;yes;;;;;garden
1067;14.92;female;Beagle;2015-02-08;2015-02-08;2015-06-11;tricolor;short;medium;yes;;;;;;;
1068;11.92;male;Unknown Mix;2015-05-22;2015-05-22;2015-06-03;black and brown;short;medium;yes;;;;;;;
1069;7.5;male;Boxer, Hungarian Vizsla Mix;2015-06-01;2015-06-01;2015-06-12;brown;short;medium;;yes;yes;yes;;yes;;both flat and garden
1070;7.75;female;Dachshund Mix;2015-03-15;2015-03-15;2015-06-03;striped;short;small;yes;;;;;;;
1071;5.42;male;Unknown Mix;2015-03-08;2015-03-08;2015-06-28;yellow-brown;medium;small;;;yes;;yes;yes;;both flat and garden
1072;5.42;male;Unknown Mix;2014-11-14;2014-11-14;2015-06-28;brown;short;small;yes;;yes;;;;;both flat and garden
1073;6.42;female;Dachshund, Fox Terrier Mix;2015-05-26;2015-06-08;2015-06-16;black and brown;medium;small;yes;;yes;;no;no;;garden
1074;5.5;female;Unknown Mix;2014-10-01;2014-10-01;2015-06-02;brown;medium;medium;yes;;yes;yes;yes;yes;;both flat and garden
1075;9.42;female;Unknown Mix;2014-10-30;2014-10-30;2015-06-28;brown;short;large;yes;;yes;;yes;yes;;both flat and garden
1076;13.92;female;Vizsla Mix;2015-03-23;2015-03-23;2015-06-11;black and white;short;medium;yes;;;;;;;
1077;5.5;male;German Shepherd Dog Mix;2015-05-14;2015-05-14;2015-05-18;black;short;medium;no;no;yes;yes;yes;yes;yes;garden
1078;6.5;female;Unknown Mix;2015-05-25;2015-05-25;2015-05-30;black;wirehaired;medium;no;;;;;;;
1079;10.92;male;Dogo Argentino Mix;2015-05-05;2015-05-05;2015-05-27;white;short;large;;;;;;;;
1080;5.5;female;Unknown Mix;2015-03-01;2015-03-01;2015-05-15;black and tan;short;medium;yes;yes;yes;yes;yes;yes;yes;flat
1081;5.42;male;Dachshund, Pekingese Mix;2015-05-25;2015-05-25;2015-05-30;brown;short;small;no;yes;yes;yes;yes;yes;yes;both flat and garden
1082;6.5;female;Unknown Mix;2015-05-21;2015-05-27;2015-05-27;black;short;medium;;;yes;;;yes;no;both flat and garden
1083;5.5;male;Boxer Mix;2014-08-09;2014-08-09;2015-05-26;striped;short;medium;no;;yes;yes;yes;yes;;both flat and garden
1084;7.92;male;Unknown Mix;2014-02-01;2014-02-01;2015-05-20;black and brown;wirehaired;medium;yes;;yes;yes;yes;yes;yes;both flat and garden
1085;9.58;female;Unknown Mix;2012-10-10;2012-10-10;2015-05-20;black;short;small;yes;yes;yes;yes;yes;yes;;both flat and garden
1086;11.58;female;Unknown Mix;2015-01-05;2015-01-10;2015-05-15;gray;medium;medium;yes;yes;yes;yes;yes;yes;yes;flat
1087;7.0;female;Bernese Mountain Dog Mix;2014-04-10;2014-04-10;2015-05-25;tricolor;short;large;yes;;yes;yes;yes;;no;garden
1088;17.92;male;Unknown Mix;2015-04-07;2015-04-07;2015-05-27;red;long;medium;;;;;;;;
1089;5.42;male;Dachshund, Pekingese Mix;2015-05-25;2015-05-25;2015-05-30;brown;wirehaired;small;no;yes;yes;yes;yes;yes;yes;both flat and garden
1090;15.92;male;Unknown Mix;2015-05-05;2015-05-05;2015-05-27;brown;medium;large;;;;;;;;
1091;6.5;female;Dachshund Mix;2015-05-12;2015-05-12;2015-05-18;brown;short;small;yes;yes;yes;yes;yes;yes;yes;both flat and garden
1092;5.58;female;Unknown Mix;2015-05-19;2015-05-19;2015-05-26;striped;short;large;;;yes;;yes;yes;yes;both flat and garden
1093;11.42;female;Siberian Husky Mix;2015-03-24;2015-03-24;2015-05-27;tricolor;short;large;;;;;;;;
1094;7.5;female;Puli;2015-05-14;2015-05-14;2015-05-18;black;long;medium;no;no;yes;yes;yes;yes;yes;garden
1095;10.58;male;Kuvasz Mix;2015-02-24;2015-02-24;2015-05-27;white;medium;large;;;;;;;;
1096;9.67;male;Unknown Mix;2015-04-27;2015-04-27;2015-05-27;brown;medium;medium;;;;;;;;
1097;12.58;male;Unknown Mix;2015-05-01;2015-05-01;2015-05-01;black;short;medium;;;yes;yes;yes;yes;yes;both flat and garden
1098;8.58;male;Newfoundland Mix;2015-05-01;2015-05-01;2015-05-02;black;short;medium;no;no;yes;yes;yes;yes;;garden
1099;6.58;female;Unknown Mix;2015-04-05;2015-04-05;2015-05-10;red and white;short;large;no;;yes;yes;;;;both flat and garden
1100;6.92;female;Chinese Shar-Pei, Labrador Retriever Mix;2014-05-01;2015-04-13;2015-04-13;white;short;medium;yes;;;;;;;
1101;11.58;male;Kuvasz, Labrador Retriever Mix;2015-05-01;2015-05-01;2015-05-02;yellow-brown;short;medium;no;no;yes;yes;yes;yes;;garden
1102;8.58;male;Labrador Retriever;2015-04-08;2015-04-10;2015-04-15;yellow-brown;medium;medium;no;;yes;yes;no;yes;;garden
1103;10.83;female;German Shepherd Dog Mix;2015-02-10;2015-02-10;2015-04-29;saddle back;medium;large;;;yes;yes;yes;yes;;garden
1104;6.58;male;Bullmastiff;2015-04-23;2015-04-28;2015-04-28;yellow-brown;short;large;;;;;;;;garden
1105;6.58;male;Hound, Vizsla Mix;2015-04-12;2015-04-12;2015-04-23;saddle back;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
1106;5.58;female;Fox Terrier Mix;2015-04-30;2015-04-30;2015-04-30;black and white;wirehaired;small;yes;yes;yes;yes;yes;yes;;both flat and garden
1107;10.75;male;Labrador Retriever Mix;2015-04-20;2015-04-20;2015-04-21;black and white;short;medium;yes;no;yes;yes;yes;yes;no;garden
1108;6.67;female;Labrador Retriever Mix;2015-03-24;2015-04-12;2015-04-13;yellow-brown;short;medium;no;;yes;;;;;garden
1109;17.67;male;Pekingese Mix;2015-04-09;2015-04-09;2015-04-09;brown and white;long;small;no;yes;yes;yes;yes;yes;yes;flat
1110;6.92;male;Unknown Mix;2014-01-01;2015-04-13;2015-04-13;black;short;medium;no;;;;;;;both flat and garden
1111;5.42;male;Hound Mix;2015-05-12;2015-05-13;2015-05-13;black and tan;short;medium;no;;yes;;yes;yes;;both flat and garden
1112;6.58;female;Siberian Husky Mix;2015-04-13;2015-04-13;2015-04-13;gray and white;short;medium;no;no;yes;yes;yes;yes;no;garden
1113;10.92;male;Rottweiler Mix;2012-06-01;2015-04-13;2015-04-13;black and brown;short;large;no;;;;;;;garden
1114;9.58;male;Unknown Mix;2015-04-28;2015-04-28;2015-04-28;black;short;medium;;;yes;;;;yes;both flat and garden
1115;10.58;male;Hound Mix;2015-05-01;2015-05-01;2015-05-04;black and tan;short;medium;no;no;yes;no;yes;yes;no;garden
1116;6.58;female;Siberian Husky Mix;2015-04-13;2015-04-13;2015-04-13;gray and white;medium;medium;no;no;yes;yes;yes;yes;no;garden
1117;11.67;male;American Bulldog, Dogo Argentino Mix;2014-10-06;2014-10-06;2015-03-29;white;short;large;;;yes;;no;yes;;
1118;7.67;male;Hound, Staffordshire Terrier Mix;2015-03-20;2015-04-08;2015-04-08;brown and white;short;medium;yes;yes;yes;yes;no;no;yes;both flat and garden
1119;7.67;female;Dogo Argentino;2015-03-13;2015-03-13;2015-03-31;white;short;large;yes;;yes;yes;yes;yes;;both flat and garden
1120;8.67;male;American Bulldog;2014-09-07;2014-09-07;2015-03-29;white;short;large;;;yes;no;no;yes;;both flat and garden
1121;10.17;male;Dogo Argentino;2014-09-16;2014-09-16;2015-03-29;white;short;large;yes;;yes;yes;;yes;yes;both flat and garden
1122;11.0;male;Spaniel Mix;2012-12-01;2012-12-01;2015-04-09;black and brown;medium;medium;yes;;;;;;;
1123;8.67;male;Staffordshire Terrier;2015-03-27;2015-03-27;2015-03-27;yellow-brown;short;medium;yes;no;yes;yes;yes;yes;yes;garden
